# tau gt_up gt_dn
30.546 -2.28166e-06 -2.28166e-06
30.555 -2.2986e-06 -2.2986e-06
30.564 -2.31567e-06 -2.31567e-06
30.573 -2.33286e-06 -2.33286e-06
30.582 -2.35018e-06 -2.35018e-06
30.591 -2.36763e-06 -2.36763e-06
30.6 -2.3852e-06 -2.3852e-06
30.609 -2.40291e-06 -2.40291e-06
30.618 -2.42075e-06 -2.42075e-06
30.627 -2.43872e-06 -2.43872e-06
30.636 -2.45683e-06 -2.45683e-06
30.645 -2.47507e-06 -2.47507e-06
30.654 -2.49344e-06 -2.49344e-06
30.663 -2.51195e-06 -2.51195e-06
30.672 -2.5306e-06 -2.5306e-06
30.681 -2.54939e-06 -2.54939e-06
30.69 -2.56832e-06 -2.56832e-06
30.699 -2.58738e-06 -2.58738e-06
30.708 -2.60659e-06 -2.60659e-06
30.717 -2.62595e-06 -2.62595e-06
30.726 -2.64544e-06 -2.64544e-06
30.735 -2.66508e-06 -2.66508e-06
30.744 -2.68487e-06 -2.68487e-06
30.753 -2.7048e-06 -2.7048e-06
30.762 -2.72488e-06 -2.72488e-06
30.771 -2.74511e-06 -2.74511e-06
30.78 -2.76549e-06 -2.76549e-06
30.789 -2.78602e-06 -2.78602e-06
30.798 -2.8067e-06 -2.8067e-06
30.807 -2.82754e-06 -2.82754e-06
30.816 -2.84853e-06 -2.84853e-06
30.825 -2.86968e-06 -2.86968e-06
30.834 -2.89099e-06 -2.89099e-06
30.843 -2.91245e-06 -2.91245e-06
30.852 -2.93407e-06 -2.93407e-06
30.861 -2.95585e-06 -2.95585e-06
30.87 -2.9778e-06 -2.9778e-06
30.879 -2.99991e-06 -2.99991e-06
30.888 -3.02218e-06 -3.02218e-06
30.897 -3.04461e-06 -3.04461e-06
30.906 -3.06722e-06 -3.06722e-06
30.915 -3.08999e-06 -3.08999e-06
30.924 -3.11293e-06 -3.11293e-06
30.933 -3.13604e-06 -3.13604e-06
30.942 -3.15932e-06 -3.15932e-06
30.951 -3.18278e-06 -3.18278e-06
30.96 -3.20641e-06 -3.20641e-06
30.969 -3.23021e-06 -3.23021e-06
30.978 -3.25419e-06 -3.25419e-06
30.987 -3.27835e-06 -3.27835e-06
30.996 -3.30269e-06 -3.30269e-06
31.005 -3.32721e-06 -3.32721e-06
31.014 -3.35191e-06 -3.35191e-06
31.023 -3.3768e-06 -3.3768e-06
31.032 -3.40187e-06 -3.40187e-06
31.041 -3.42712e-06 -3.42712e-06
31.05 -3.45257e-06 -3.45257e-06
31.059 -3.4782e-06 -3.4782e-06
31.068 -3.50402e-06 -3.50402e-06
31.077 -3.53004e-06 -3.53004e-06
31.086 -3.55624e-06 -3.55624e-06
31.095 -3.58264e-06 -3.58264e-06
31.104 -3.60924e-06 -3.60924e-06
31.113 -3.63604e-06 -3.63604e-06
31.122 -3.66303e-06 -3.66303e-06
31.131 -3.69023e-06 -3.69023e-06
31.14 -3.71762e-06 -3.71762e-06
31.149 -3.74522e-06 -3.74522e-06
31.158 -3.77303e-06 -3.77303e-06
31.167 -3.80104e-06 -3.80104e-06
31.176 -3.82926e-06 -3.82926e-06
31.185 -3.85769e-06 -3.85769e-06
31.194 -3.88633e-06 -3.88633e-06
31.203 -3.91518e-06 -3.91518e-06
31.212 -3.94425e-06 -3.94425e-06
31.221 -3.97353e-06 -3.97353e-06
31.23 -4.00303e-06 -4.00303e-06
31.239 -4.03275e-06 -4.03275e-06
31.248 -4.06269e-06 -4.06269e-06
31.257 -4.09285e-06 -4.09285e-06
31.266 -4.12324e-06 -4.12324e-06
31.275 -4.15385e-06 -4.15385e-06
31.284 -4.18469e-06 -4.18469e-06
31.293 -4.21575e-06 -4.21575e-06
31.302 -4.24705e-06 -4.24705e-06
31.311 -4.27858e-06 -4.27858e-06
31.32 -4.31035e-06 -4.31035e-06
31.329 -4.34235e-06 -4.34235e-06
31.338 -4.37458e-06 -4.37458e-06
31.347 -4.40706e-06 -4.40706e-06
31.356 -4.43978e-06 -4.43978e-06
31.365 -4.47274e-06 -4.47274e-06
31.374 -4.50595e-06 -4.50595e-06
31.383 -4.5394e-06 -4.5394e-06
31.392 -4.5731e-06 -4.5731e-06
31.401 -4.60705e-06 -4.60705e-06
31.41 -4.64126e-06 -4.64126e-06
31.419 -4.67571e-06 -4.67571e-06
31.428 -4.71043e-06 -4.71043e-06
31.437 -4.7454e-06 -4.7454e-06
31.446 -4.78063e-06 -4.78063e-06
31.455 -4.81612e-06 -4.81612e-06
31.464 -4.85187e-06 -4.85187e-06
31.473 -4.8879e-06 -4.8879e-06
31.482 -4.92418e-06 -4.92418e-06
31.491 -4.96074e-06 -4.96074e-06
31.5 -4.99757e-06 -4.99757e-06
31.509 -5.03467e-06 -5.03467e-06
31.518 -5.07205e-06 -5.07205e-06
31.527 -5.10971e-06 -5.10971e-06
31.536 -5.14764e-06 -5.14764e-06
31.545 -5.18586e-06 -5.18586e-06
31.554 -5.22436e-06 -5.22436e-06
31.563 -5.26314e-06 -5.26314e-06
31.572 -5.30222e-06 -5.30222e-06
31.581 -5.34158e-06 -5.34158e-06
31.59 -5.38124e-06 -5.38124e-06
31.599 -5.42119e-06 -5.42119e-06
31.608 -5.46144e-06 -5.46144e-06
31.617 -5.50198e-06 -5.50198e-06
31.626 -5.54283e-06 -5.54283e-06
31.635 -5.58398e-06 -5.58398e-06
31.644 -5.62544e-06 -5.62544e-06
31.653 -5.6672e-06 -5.6672e-06
31.662 -5.70928e-06 -5.70928e-06
31.671 -5.75166e-06 -5.75166e-06
31.68 -5.79436e-06 -5.79436e-06
31.689 -5.83738e-06 -5.83738e-06
31.698 -5.88072e-06 -5.88072e-06
31.707 -5.92438e-06 -5.92438e-06
31.716 -5.96836e-06 -5.96836e-06
31.725 -6.01267e-06 -6.01267e-06
31.734 -6.05731e-06 -6.05731e-06
31.743 -6.10228e-06 -6.10228e-06
31.752 -6.14758e-06 -6.14758e-06
31.761 -6.19322e-06 -6.19322e-06
31.77 -6.2392e-06 -6.2392e-06
31.779 -6.28552e-06 -6.28552e-06
31.788 -6.33219e-06 -6.33219e-06
31.797 -6.3792e-06 -6.3792e-06
31.806 -6.42656e-06 -6.42656e-06
31.815 -6.47427e-06 -6.47427e-06
31.824 -6.52234e-06 -6.52234e-06
31.833 -6.57076e-06 -6.57076e-06
31.842 -6.61954e-06 -6.61954e-06
31.851 -6.66868e-06 -6.66868e-06
31.86 -6.71819e-06 -6.71819e-06
31.869 -6.76807e-06 -6.76807e-06
31.878 -6.81832e-06 -6.81832e-06
31.887 -6.86894e-06 -6.86894e-06
31.896 -6.91993e-06 -6.91993e-06
31.905 -6.97131e-06 -6.97131e-06
31.914 -7.02306e-06 -7.02306e-06
31.923 -7.0752e-06 -7.0752e-06
31.932 -7.12773e-06 -7.12773e-06
31.941 -7.18065e-06 -7.18065e-06
31.95 -7.23396e-06 -7.23396e-06
31.959 -7.28766e-06 -7.28766e-06
31.968 -7.34177e-06 -7.34177e-06
31.977 -7.39627e-06 -7.39627e-06
31.986 -7.45118e-06 -7.45118e-06
31.995 -7.5065e-06 -7.5065e-06
32.004 -7.56223e-06 -7.56223e-06
32.013 -7.61837e-06 -7.61837e-06
32.022 -7.67493e-06 -7.67493e-06
32.031 -7.73191e-06 -7.73191e-06
32.04 -7.78932e-06 -7.78932e-06
32.049 -7.84714e-06 -7.84714e-06
32.058 -7.9054e-06 -7.9054e-06
32.067 -7.96409e-06 -7.96409e-06
32.076 -8.02322e-06 -8.02322e-06
32.085 -8.08278e-06 -8.08278e-06
32.094 -8.14279e-06 -8.14279e-06
32.103 -8.20325e-06 -8.20325e-06
32.112 -8.26415e-06 -8.26415e-06
32.121 -8.3255e-06 -8.3255e-06
32.13 -8.38731e-06 -8.38731e-06
32.139 -8.44958e-06 -8.44958e-06
32.148 -8.51231e-06 -8.51231e-06
32.157 -8.57551e-06 -8.57551e-06
32.166 -8.63917e-06 -8.63917e-06
32.175 -8.70331e-06 -8.70331e-06
32.184 -8.76792e-06 -8.76792e-06
32.193 -8.83302e-06 -8.83302e-06
32.202 -8.8986e-06 -8.8986e-06
32.211 -8.96466e-06 -8.96466e-06
32.22 -9.03121e-06 -9.03121e-06
32.229 -9.09826e-06 -9.09826e-06
32.238 -9.16581e-06 -9.16581e-06
32.247 -9.23386e-06 -9.23386e-06
32.256 -9.30241e-06 -9.30241e-06
32.265 -9.37147e-06 -9.37147e-06
32.274 -9.44105e-06 -9.44105e-06
32.283 -9.51114e-06 -9.51114e-06
32.292 -9.58175e-06 -9.58175e-06
32.301 -9.65289e-06 -9.65289e-06
32.31 -9.72455e-06 -9.72455e-06
32.319 -9.79675e-06 -9.79675e-06
32.328 -9.86948e-06 -9.86948e-06
32.337 -9.94275e-06 -9.94275e-06
32.346 -1.00166e-05 -1.00166e-05
32.355 -1.00909e-05 -1.00909e-05
32.364 -1.01658e-05 -1.01658e-05
32.373 -1.02413e-05 -1.02413e-05
32.382 -1.03174e-05 -1.03174e-05
32.391 -1.03939e-05 -1.03939e-05
32.4 -1.04711e-05 -1.04711e-05
32.409 -1.05489e-05 -1.05489e-05
32.418 -1.06272e-05 -1.06272e-05
32.427 -1.07061e-05 -1.07061e-05
32.436 -1.07856e-05 -1.07856e-05
32.445 -1.08656e-05 -1.08656e-05
32.454 -1.09463e-05 -1.09463e-05
32.463 -1.10276e-05 -1.10276e-05
32.472 -1.11094e-05 -1.11094e-05
32.481 -1.11919e-05 -1.11919e-05
32.49 -1.1275e-05 -1.1275e-05
32.499 -1.13587e-05 -1.13587e-05
32.508 -1.1443e-05 -1.1443e-05
32.517 -1.1528e-05 -1.1528e-05
32.526 -1.16136e-05 -1.16136e-05
32.535 -1.16998e-05 -1.16998e-05
32.544 -1.17867e-05 -1.17867e-05
32.553 -1.18742e-05 -1.18742e-05
32.562 -1.19623e-05 -1.19623e-05
32.571 -1.20511e-05 -1.20511e-05
32.58 -1.21406e-05 -1.21406e-05
32.589 -1.22307e-05 -1.22307e-05
32.598 -1.23215e-05 -1.23215e-05
32.607 -1.2413e-05 -1.2413e-05
32.616 -1.25052e-05 -1.25052e-05
32.625 -1.2598e-05 -1.2598e-05
32.634 -1.26915e-05 -1.26915e-05
32.643 -1.27857e-05 -1.27857e-05
32.652 -1.28807e-05 -1.28807e-05
32.661 -1.29763e-05 -1.29763e-05
32.67 -1.30726e-05 -1.30726e-05
32.679 -1.31697e-05 -1.31697e-05
32.688 -1.32675e-05 -1.32675e-05
32.697 -1.3366e-05 -1.3366e-05
32.706 -1.34652e-05 -1.34652e-05
32.715 -1.35652e-05 -1.35652e-05
32.724 -1.36659e-05 -1.36659e-05
32.733 -1.37673e-05 -1.37673e-05
32.742 -1.38695e-05 -1.38695e-05
32.751 -1.39725e-05 -1.39725e-05
32.76 -1.40762e-05 -1.40762e-05
32.769 -1.41807e-05 -1.41807e-05
32.778 -1.4286e-05 -1.4286e-05
32.787 -1.43921e-05 -1.43921e-05
32.796 -1.44989e-05 -1.44989e-05
32.805 -1.46066e-05 -1.46066e-05
32.814 -1.4715e-05 -1.4715e-05
32.823 -1.48243e-05 -1.48243e-05
32.832 -1.49343e-05 -1.49343e-05
32.841 -1.50452e-05 -1.50452e-05
32.85 -1.51569e-05 -1.51569e-05
32.859 -1.52694e-05 -1.52694e-05
32.868 -1.53828e-05 -1.53828e-05
32.877 -1.5497e-05 -1.5497e-05
32.886 -1.5612e-05 -1.5612e-05
32.895 -1.57279e-05 -1.57279e-05
32.904 -1.58447e-05 -1.58447e-05
32.913 -1.59623e-05 -1.59623e-05
32.922 -1.60808e-05 -1.60808e-05
32.931 -1.62002e-05 -1.62002e-05
32.94 -1.63205e-05 -1.63205e-05
32.949 -1.64417e-05 -1.64417e-05
32.958 -1.65637e-05 -1.65637e-05
32.967 -1.66867e-05 -1.66867e-05
32.976 -1.68106e-05 -1.68106e-05
32.985 -1.69354e-05 -1.69354e-05
32.994 -1.70611e-05 -1.70611e-05
33.003 -1.71878e-05 -1.71878e-05
33.012 -1.73154e-05 -1.73154e-05
33.021 -1.74439e-05 -1.74439e-05
33.03 -1.75734e-05 -1.75734e-05
33.039 -1.77039e-05 -1.77039e-05
33.048 -1.78353e-05 -1.78353e-05
33.057 -1.79678e-05 -1.79678e-05
33.066 -1.81012e-05 -1.81012e-05
33.075 -1.82355e-05 -1.82355e-05
33.084 -1.83709e-05 -1.83709e-05
33.093 -1.85073e-05 -1.85073e-05
33.102 -1.86447e-05 -1.86447e-05
33.111 -1.87831e-05 -1.87831e-05
33.12 -1.89226e-05 -1.89226e-05
33.129 -1.90631e-05 -1.90631e-05
33.138 -1.92046e-05 -1.92046e-05
33.147 -1.93472e-05 -1.93472e-05
33.156 -1.94908e-05 -1.94908e-05
33.165 -1.96355e-05 -1.96355e-05
33.174 -1.97813e-05 -1.97813e-05
33.183 -1.99281e-05 -1.99281e-05
33.192 -2.00761e-05 -2.00761e-05
33.201 -2.02251e-05 -2.02251e-05
33.21 -2.03753e-05 -2.03753e-05
33.219 -2.05266e-05 -2.05266e-05
33.228 -2.06789e-05 -2.06789e-05
33.237 -2.08325e-05 -2.08325e-05
33.246 -2.09871e-05 -2.09871e-05
33.255 -2.11429e-05 -2.11429e-05
33.264 -2.12999e-05 -2.12999e-05
33.273 -2.1458e-05 -2.1458e-05
33.282 -2.16173e-05 -2.16173e-05
33.291 -2.17778e-05 -2.17778e-05
33.3 -2.19395e-05 -2.19395e-05
33.309 -2.21024e-05 -2.21024e-05
33.318 -2.22665e-05 -2.22665e-05
33.327 -2.24318e-05 -2.24318e-05
33.336 -2.25983e-05 -2.25983e-05
33.345 -2.27661e-05 -2.27661e-05
33.354 -2.29351e-05 -2.29351e-05
33.363 -2.31054e-05 -2.31054e-05
33.372 -2.32769e-05 -2.32769e-05
33.381 -2.34497e-05 -2.34497e-05
33.39 -2.36238e-05 -2.36238e-05
33.399 -2.37992e-05 -2.37992e-05
33.408 -2.39759e-05 -2.39759e-05
33.417 -2.41539e-05 -2.41539e-05
33.426 -2.43332e-05 -2.43332e-05
33.435 -2.45139e-05 -2.45139e-05
33.444 -2.46959e-05 -2.46959e-05
33.453 -2.48792e-05 -2.48792e-05
33.462 -2.50639e-05 -2.50639e-05
33.471 -2.525e-05 -2.525e-05
33.48 -2.54375e-05 -2.54375e-05
33.489 -2.56263e-05 -2.56263e-05
33.498 -2.58166e-05 -2.58166e-05
33.507 -2.60082e-05 -2.60082e-05
33.516 -2.62013e-05 -2.62013e-05
33.525 -2.63958e-05 -2.63958e-05
33.534 -2.65918e-05 -2.65918e-05
33.543 -2.67892e-05 -2.67892e-05
33.552 -2.69881e-05 -2.69881e-05
33.561 -2.71885e-05 -2.71885e-05
33.57 -2.73903e-05 -2.73903e-05
33.579 -2.75937e-05 -2.75937e-05
33.588 -2.77985e-05 -2.77985e-05
33.597 -2.80049e-05 -2.80049e-05
33.606 -2.82128e-05 -2.82128e-05
33.615 -2.84223e-05 -2.84223e-05
33.624 -2.86333e-05 -2.86333e-05
33.633 -2.88459e-05 -2.88459e-05
33.642 -2.906e-05 -2.906e-05
33.651 -2.92758e-05 -2.92758e-05
33.66 -2.94931e-05 -2.94931e-05
33.669 -2.97121e-05 -2.97121e-05
33.678 -2.99327e-05 -2.99327e-05
33.687 -3.01549e-05 -3.01549e-05
33.696 -3.03788e-05 -3.03788e-05
33.705 -3.06043e-05 -3.06043e-05
33.714 -3.08315e-05 -3.08315e-05
33.723 -3.10604e-05 -3.10604e-05
33.732 -3.1291e-05 -3.1291e-05
33.741 -3.15233e-05 -3.15233e-05
33.75 -3.17573e-05 -3.17573e-05
33.759 -3.19931e-05 -3.19931e-05
33.768 -3.22306e-05 -3.22306e-05
33.777 -3.24699e-05 -3.24699e-05
33.786 -3.2711e-05 -3.2711e-05
33.795 -3.29538e-05 -3.29538e-05
33.804 -3.31985e-05 -3.31985e-05
33.813 -3.34449e-05 -3.34449e-05
33.822 -3.36932e-05 -3.36932e-05
33.831 -3.39434e-05 -3.39434e-05
33.84 -3.41954e-05 -3.41954e-05
33.849 -3.44493e-05 -3.44493e-05
33.858 -3.4705e-05 -3.4705e-05
33.867 -3.49627e-05 -3.49627e-05
33.876 -3.52222e-05 -3.52222e-05
33.885 -3.54837e-05 -3.54837e-05
33.894 -3.57472e-05 -3.57472e-05
33.903 -3.60126e-05 -3.60126e-05
33.912 -3.62799e-05 -3.62799e-05
33.921 -3.65493e-05 -3.65493e-05
33.93 -3.68206e-05 -3.68206e-05
33.939 -3.7094e-05 -3.7094e-05
33.948 -3.73694e-05 -3.73694e-05
33.957 -3.76468e-05 -3.76468e-05
33.966 -3.79263e-05 -3.79263e-05
33.975 -3.82079e-05 -3.82079e-05
33.984 -3.84915e-05 -3.84915e-05
33.993 -3.87773e-05 -3.87773e-05
34.002 -3.90652e-05 -3.90652e-05
34.011 -3.93552e-05 -3.93552e-05
34.02 -3.96474e-05 -3.96474e-05
34.029 -3.99417e-05 -3.99417e-05
34.038 -4.02382e-05 -4.02382e-05
34.047 -4.0537e-05 -4.0537e-05
34.056 -4.08379e-05 -4.08379e-05
34.065 -4.11411e-05 -4.11411e-05
34.074 -4.14466e-05 -4.14466e-05
34.083 -4.17543e-05 -4.17543e-05
34.092 -4.20642e-05 -4.20642e-05
34.101 -4.23765e-05 -4.23765e-05
34.11 -4.26911e-05 -4.26911e-05
34.119 -4.30081e-05 -4.30081e-05
34.128 -4.33274e-05 -4.33274e-05
34.137 -4.36491e-05 -4.36491e-05
34.146 -4.39731e-05 -4.39731e-05
34.155 -4.42996e-05 -4.42996e-05
34.164 -4.46285e-05 -4.46285e-05
34.173 -4.49598e-05 -4.49598e-05
34.182 -4.52936e-05 -4.52936e-05
34.191 -4.56298e-05 -4.56298e-05
34.2 -4.59686e-05 -4.59686e-05
34.209 -4.63099e-05 -4.63099e-05
34.218 -4.66537e-05 -4.66537e-05
34.227 -4.7e-05 -4.7e-05
34.236 -4.7349e-05 -4.7349e-05
34.245 -4.77005e-05 -4.77005e-05
34.254 -4.80546e-05 -4.80546e-05
34.263 -4.84114e-05 -4.84114e-05
34.272 -4.87708e-05 -4.87708e-05
34.281 -4.91329e-05 -4.91329e-05
34.29 -4.94977e-05 -4.94977e-05
34.299 -4.98651e-05 -4.98651e-05
34.308 -5.02353e-05 -5.02353e-05
34.317 -5.06083e-05 -5.06083e-05
34.326 -5.0984e-05 -5.0984e-05
34.335 -5.13625e-05 -5.13625e-05
34.344 -5.17438e-05 -5.17438e-05
34.353 -5.2128e-05 -5.2128e-05
34.362 -5.2515e-05 -5.2515e-05
34.371 -5.29049e-05 -5.29049e-05
34.38 -5.32976e-05 -5.32976e-05
34.389 -5.36933e-05 -5.36933e-05
34.398 -5.4092e-05 -5.4092e-05
34.407 -5.44935e-05 -5.44935e-05
34.416 -5.48981e-05 -5.48981e-05
34.425 -5.53057e-05 -5.53057e-05
34.434 -5.57163e-05 -5.57163e-05
34.443 -5.61299e-05 -5.61299e-05
34.452 -5.65466e-05 -5.65466e-05
34.461 -5.69664e-05 -5.69664e-05
34.47 -5.73894e-05 -5.73894e-05
34.479 -5.78154e-05 -5.78154e-05
34.488 -5.82447e-05 -5.82447e-05
34.497 -5.86771e-05 -5.86771e-05
34.506 -5.91127e-05 -5.91127e-05
34.515 -5.95516e-05 -5.95516e-05
34.524 -5.99937e-05 -5.99937e-05
34.533 -6.04391e-05 -6.04391e-05
34.542 -6.08878e-05 -6.08878e-05
34.551 -6.13398e-05 -6.13398e-05
34.56 -6.17952e-05 -6.17952e-05
34.569 -6.2254e-05 -6.2254e-05
34.578 -6.27162e-05 -6.27162e-05
34.587 -6.31818e-05 -6.31818e-05
34.596 -6.36509e-05 -6.36509e-05
34.605 -6.41234e-05 -6.41234e-05
34.614 -6.45995e-05 -6.45995e-05
34.623 -6.50791e-05 -6.50791e-05
34.632 -6.55622e-05 -6.55622e-05
34.641 -6.6049e-05 -6.6049e-05
34.65 -6.65393e-05 -6.65393e-05
34.659 -6.70333e-05 -6.70333e-05
34.668 -6.7531e-05 -6.7531e-05
34.677 -6.80323e-05 -6.80323e-05
34.686 -6.85374e-05 -6.85374e-05
34.695 -6.90462e-05 -6.90462e-05
34.704 -6.95588e-05 -6.95588e-05
34.713 -7.00753e-05 -7.00753e-05
34.722 -7.05955e-05 -7.05955e-05
34.731 -7.11196e-05 -7.11196e-05
34.74 -7.16476e-05 -7.16476e-05
34.749 -7.21795e-05 -7.21795e-05
34.758 -7.27154e-05 -7.27154e-05
34.767 -7.32552e-05 -7.32552e-05
34.776 -7.37991e-05 -7.37991e-05
34.785 -7.4347e-05 -7.4347e-05
34.794 -7.4899e-05 -7.4899e-05
34.803 -7.5455e-05 -7.5455e-05
34.812 -7.60152e-05 -7.60152e-05
34.821 -7.65795e-05 -7.65795e-05
34.83 -7.71481e-05 -7.71481e-05
34.839 -7.77208e-05 -7.77208e-05
34.848 -7.82978e-05 -7.82978e-05
34.857 -7.88791e-05 -7.88791e-05
34.866 -7.94647e-05 -7.94647e-05
34.875 -8.00547e-05 -8.00547e-05
34.884 -8.0649e-05 -8.0649e-05
34.893 -8.12478e-05 -8.12478e-05
34.902 -8.1851e-05 -8.1851e-05
34.911 -8.24586e-05 -8.24586e-05
34.92 -8.30708e-05 -8.30708e-05
34.929 -8.36876e-05 -8.36876e-05
34.938 -8.43089e-05 -8.43089e-05
34.947 -8.49348e-05 -8.49348e-05
34.956 -8.55653e-05 -8.55653e-05
34.965 -8.62006e-05 -8.62006e-05
34.974 -8.68406e-05 -8.68406e-05
34.983 -8.74853e-05 -8.74853e-05
34.992 -8.81348e-05 -8.81348e-05
35.001 -8.87891e-05 -8.87891e-05
35.01 -8.94483e-05 -8.94483e-05
35.019 -9.01123e-05 -9.01123e-05
35.028 -9.07813e-05 -9.07813e-05
35.037 -9.14553e-05 -9.14553e-05
35.046 -9.21343e-05 -9.21343e-05
35.055 -9.28183e-05 -9.28183e-05
35.064 -9.35074e-05 -9.35074e-05
35.073 -9.42016e-05 -9.42016e-05
35.082 -9.4901e-05 -9.4901e-05
35.091 -9.56055e-05 -9.56055e-05
35.1 -9.63153e-05 -9.63153e-05
35.109 -9.70304e-05 -9.70304e-05
35.118 -9.77507e-05 -9.77507e-05
35.127 -9.84765e-05 -9.84765e-05
35.136 -9.92076e-05 -9.92076e-05
35.145 -9.99441e-05 -9.99441e-05
35.154 -0.000100686 -0.000100686
35.163 -0.000101434 -0.000101434
35.172 -0.000102187 -0.000102187
35.181 -0.000102945 -0.000102945
35.19 -0.00010371 -0.00010371
35.199 -0.00010448 -0.00010448
35.208 -0.000105255 -0.000105255
35.217 -0.000106037 -0.000106037
35.226 -0.000106824 -0.000106824
35.235 -0.000107617 -0.000107617
35.244 -0.000108416 -0.000108416
35.253 -0.000109221 -0.000109221
35.262 -0.000110032 -0.000110032
35.271 -0.000110849 -0.000110849
35.28 -0.000111671 -0.000111671
35.289 -0.000112501 -0.000112501
35.298 -0.000113336 -0.000113336
35.307 -0.000114177 -0.000114177
35.316 -0.000115025 -0.000115025
35.325 -0.000115879 -0.000115879
35.334 -0.000116739 -0.000116739
35.343 -0.000117606 -0.000117606
35.352 -0.000118479 -0.000118479
35.361 -0.000119358 -0.000119358
35.37 -0.000120245 -0.000120245
35.379 -0.000121137 -0.000121137
35.388 -0.000122037 -0.000122037
35.397 -0.000122943 -0.000122943
35.406 -0.000123855 -0.000123855
35.415 -0.000124775 -0.000124775
35.424 -0.000125701 -0.000125701
35.433 -0.000126634 -0.000126634
35.442 -0.000127575 -0.000127575
35.451 -0.000128522 -0.000128522
35.46 -0.000129476 -0.000129476
35.469 -0.000130437 -0.000130437
35.478 -0.000131406 -0.000131406
35.487 -0.000132381 -0.000132381
35.496 -0.000133364 -0.000133364
35.505 -0.000134354 -0.000134354
35.514 -0.000135352 -0.000135352
35.523 -0.000136356 -0.000136356
35.532 -0.000137369 -0.000137369
35.541 -0.000138389 -0.000138389
35.55 -0.000139416 -0.000139416
35.559 -0.000140451 -0.000140451
35.568 -0.000141494 -0.000141494
35.577 -0.000142544 -0.000142544
35.586 -0.000143602 -0.000143602
35.595 -0.000144669 -0.000144669
35.604 -0.000145743 -0.000145743
35.613 -0.000146825 -0.000146825
35.622 -0.000147915 -0.000147915
35.631 -0.000149013 -0.000149013
35.64 -0.000150119 -0.000150119
35.649 -0.000151234 -0.000151234
35.658 -0.000152356 -0.000152356
35.667 -0.000153487 -0.000153487
35.676 -0.000154627 -0.000154627
35.685 -0.000155775 -0.000155775
35.694 -0.000156931 -0.000156931
35.703 -0.000158096 -0.000158096
35.712 -0.00015927 -0.00015927
35.721 -0.000160453 -0.000160453
35.73 -0.000161644 -0.000161644
35.739 -0.000162844 -0.000162844
35.748 -0.000164053 -0.000164053
35.757 -0.000165271 -0.000165271
35.766 -0.000166498 -0.000166498
35.775 -0.000167734 -0.000167734
35.784 -0.000168979 -0.000168979
35.793 -0.000170234 -0.000170234
35.802 -0.000171498 -0.000171498
35.811 -0.000172771 -0.000172771
35.82 -0.000174053 -0.000174053
35.829 -0.000175346 -0.000175346
35.838 -0.000176647 -0.000176647
35.847 -0.000177959 -0.000177959
35.856 -0.00017928 -0.00017928
35.865 -0.000180611 -0.000180611
35.874 -0.000181952 -0.000181952
35.883 -0.000183303 -0.000183303
35.892 -0.000184664 -0.000184664
35.901 -0.000186035 -0.000186035
35.91 -0.000187416 -0.000187416
35.919 -0.000188807 -0.000188807
35.928 -0.000190209 -0.000190209
35.937 -0.000191621 -0.000191621
35.946 -0.000193044 -0.000193044
35.955 -0.000194477 -0.000194477
35.964 -0.000195921 -0.000195921
35.973 -0.000197375 -0.000197375
35.982 -0.00019884 -0.00019884
35.991 -0.000200317 -0.000200317
36 -0.000201804 -0.000201804
36.009 -0.000203302 -0.000203302
36.018 -0.000204811 -0.000204811
36.027 -0.000206332 -0.000206332
36.036 -0.000207864 -0.000207864
36.045 -0.000209407 -0.000209407
36.054 -0.000210962 -0.000210962
36.063 -0.000212528 -0.000212528
36.072 -0.000214106 -0.000214106
36.081 -0.000215695 -0.000215695
36.09 -0.000217297 -0.000217297
36.099 -0.00021891 -0.00021891
36.108 -0.000220535 -0.000220535
36.117 -0.000222172 -0.000222172
36.126 -0.000223822 -0.000223822
36.135 -0.000225483 -0.000225483
36.144 -0.000227157 -0.000227157
36.153 -0.000228844 -0.000228844
36.162 -0.000230543 -0.000230543
36.171 -0.000232254 -0.000232254
36.18 -0.000233979 -0.000233979
36.189 -0.000235716 -0.000235716
36.198 -0.000237466 -0.000237466
36.207 -0.000239229 -0.000239229
36.216 -0.000241005 -0.000241005
36.225 -0.000242794 -0.000242794
36.234 -0.000244597 -0.000244597
36.243 -0.000246413 -0.000246413
36.252 -0.000248242 -0.000248242
36.261 -0.000250085 -0.000250085
36.27 -0.000251942 -0.000251942
36.279 -0.000253812 -0.000253812
36.288 -0.000255696 -0.000255696
36.297 -0.000257595 -0.000257595
36.306 -0.000259507 -0.000259507
36.315 -0.000261434 -0.000261434
36.324 -0.000263375 -0.000263375
36.333 -0.00026533 -0.00026533
36.342 -0.0002673 -0.0002673
36.351 -0.000269284 -0.000269284
36.36 -0.000271283 -0.000271283
36.369 -0.000273297 -0.000273297
36.378 -0.000275326 -0.000275326
36.387 -0.00027737 -0.00027737
36.396 -0.00027943 -0.00027943
36.405 -0.000281504 -0.000281504
36.414 -0.000283594 -0.000283594
36.423 -0.0002857 -0.0002857
36.432 -0.000287821 -0.000287821
36.441 -0.000289957 -0.000289957
36.45 -0.00029211 -0.00029211
36.459 -0.000294279 -0.000294279
36.468 -0.000296464 -0.000296464
36.477 -0.000298665 -0.000298665
36.486 -0.000300882 -0.000300882
36.495 -0.000303116 -0.000303116
36.504 -0.000305366 -0.000305366
