0.0628319 4.00018 -0.276956 4.00028 -0.277018
0.188496 3.99975 -0.650601 4.0012 -0.650993
0.314159 4.00016 -0.929384 4.0013 -0.929685
0.439823 3.99915 -1.13963 4.00218 -1.13946
0.565487 3.99926 -1.29817 4.00146 -1.29874
0.69115 3.9993 -1.41571 4.00114 -1.41524
0.816814 3.99957 -1.50233 4.00083 -1.50275
0.942478 3.99801 -1.56618 4.00166 -1.56731
1.06814 3.99736 -1.61574 4.00133 -1.61669
1.19381 3.99694 -1.6533 4.00368 -1.65129
1.31947 3.99921 -1.67959 4.00395 -1.67942
1.44513 3.99808 -1.70385 4.00307 -1.70093
1.5708 3.99827 -1.72031 4.00237 -1.72042
1.69646 3.99714 -1.73353 4.00379 -1.73513
1.82212 3.9979 -1.75014 4.00081 -1.75082
1.94779 3.99727 -1.76169 4.00461 -1.76404
2.07345 3.99654 -1.7745 4.00263 -1.77558
2.19911 3.99815 -1.78567 4.00063 -1.78604
2.32478 4.00074 -1.7945 4.00028 -1.7955
2.45044 3.99796 -1.80438 4.00166 -1.80682
2.57611 4.00037 -1.81568 3.99925 -1.815
2.70177 3.99908 -1.82399 4.00131 -1.82504
2.82743 3.99713 -1.82988 4.00231 -1.83044
2.9531 3.99569 -1.83887 4.00066 -1.83829
3.07876 3.99976 -1.8503 3.99703 -1.84587
3.20442 3.99841 -1.85518 3.99993 -1.85392
3.33009 4.0029 -1.8588 3.9994 -1.86186
3.45575 3.99913 -1.86745 4.00115 -1.86942
3.58142 3.99561 -1.87388 4.00224 -1.87442
3.70708 3.99765 -1.87848 4.00181 -1.87891
3.83274 4.00137 -1.88375 4.00132 -1.88416
3.95841 4.00322 -1.88891 4.0011 -1.88932
4.08407 4.00307 -1.89248 4.00083 -1.89353
4.20973 4.00214 -1.89459 4.00063 -1.89686
4.3354 4.00134 -1.89633 4.0009 -1.89964
4.46106 4.00095 -1.8985 4.00173 -1.90197
4.58673 4.00099 -1.90109 4.0028 -1.90374
4.71239 4.00135 -1.90365 4.00364 -1.90488
4.83805 4.00184 -1.9057 4.00396 -1.90547
4.96372 4.00225 -1.90702 4.00376 -1.90571
5.08938 4.00235 -1.90757 4.00326 -1.90578
5.21504 4.00201 -1.90746 4.00276 -1.90576
5.34071 4.00122 -1.90679 4.0025 -1.90559
5.46637 4.00008 -1.90564 4.00257 -1.90515
5.59203 3.99877 -1.90402 4.00298 -1.90428
5.7177 3.9975 -1.90191 4.00361 -1.90283
5.84336 3.99646 -1.89932 4.00433 -1.90074
5.96903 3.99579 -1.89625 4.005 -1.89799
6.09469 3.99556 -1.89275 4.00553 -1.89464
6.22035 3.99575 -1.88887 4.00586 -1.89077
6.34602 3.99633 -1.8847 4.00597 -1.8865
6.47168 3.99718 -1.88029 4.00588 -1.88192
6.59734 3.99821 -1.87572 4.00563 -1.87713
6.72301 3.99931 -1.87103 4.00529 -1.8722
6.84867 4.00037 -1.86626 4.0049 -1.86716
6.97434 4.00132 -1.86142 4.00451 -1.86203
7.1 4.0021 -1.85651 4.00417 -1.85683
7.22566 4.00267 -1.85152 4.00389 -1.85154
7.35133 4.00301 -1.84642 4.00369 -1.84614
7.47699 4.00313 -1.8412 4.00358 -1.84062
7.60265 4.00305 -1.83582 4.00355 -1.83495
7.72832 4.0028 -1.83027 4.00359 -1.82912
7.85398 4.00239 -1.82452 4.00369 -1.82312
7.97965 4.00187 -1.81858 4.00384 -1.81693
8.10531 4.00127 -1.81242 4.00402 -1.81057
8.23097 4.00062 -1.80606 4.00422 -1.80403
8.35664 3.99996 -1.79949 4.00442 -1.79731
8.4823 3.9993 -1.79272 4.00463 -1.79043
8.60796 3.99867 -1.78577 4.00482 -1.78341
8.73363 3.99808 -1.77865 4.00499 -1.77625
8.85929 3.99755 -1.77138 4.00514 -1.76897
8.98495 3.99708 -1.76398 4.00528 -1.76159
9.11062 3.99668 -1.75646 4.00538 -1.75412
9.23628 3.99635 -1.74884 4.00547 -1.74658
9.36195 3.99608 -1.74114 4.00554 -1.73898
9.48761 3.99588 -1.73338 4.00559 -1.73133
9.61327 3.99574 -1.72557 4.00563 -1.72365
9.73894 3.99566 -1.71772 4.00565 -1.71594
9.8646 3.99563 -1.70984 4.00567 -1.70822
9.99026 3.99564 -1.70196 4.00568 -1.70049
10.1159 3.99568 -1.69407 4.00568 -1.69275
10.2416 3.99576 -1.68618 4.00569 -1.68502
10.3673 3.99586 -1.6783 4.0057 -1.6773
10.4929 3.99598 -1.67044 4.00571 -1.66958
10.6186 3.99612 -1.6626 4.00573 -1.66188
10.7442 3.99626 -1.65479 4.00575 -1.6542
10.8699 3.99641 -1.64701 4.00578 -1.64653
10.9956 3.99656 -1.63925 4.00581 -1.63888
11.1212 3.99671 -1.63153 4.00585 -1.63125
11.2469 3.99685 -1.62384 4.0059 -1.62365
11.3726 3.99698 -1.61618 4.00596 -1.61606
11.4982 3.99711 -1.60856 4.00602 -1.6085
11.6239 3.99722 -1.60097 4.00609 -1.60096
11.7496 3.99732 -1.59342 4.00616 -1.59344
11.8752 3.99741 -1.5859 4.00624 -1.58594
12.0009 3.99749 -1.57842 4.00632 -1.57847
12.1265 3.99755 -1.57098 4.00641 -1.57103
12.2522 3.9976 -1.56357 4.00649 -1.5636
12.3779 3.99764 -1.55619 4.00658 -1.55621
12.5035 3.99766 -1.54885 4.00667 -1.54884
12.6292 3.99768 -1.54154 4.00676 -1.5415
12.7549 3.99768 -1.53426 4.00684 -1.53418
12.8805 3.99766 -1.52702 4.00693 -1.52689
13.0062 3.99764 -1.51981 4.00701 -1.51963
13.1319 3.99761 -1.51264 4.00709 -1.51241
13.2575 3.99757 -1.5055 4.00716 -1.50521
13.3832 3.99752 -1.49839 4.00723 -1.49804
13.5088 3.99746 -1.49132 4.0073 -1.4909
13.6345 3.9974 -1.48428 4.00736 -1.4838
13.7602 3.99733 -1.47727 4.00742 -1.47673
13.8858 3.99726 -1.4703 4.00747 -1.46969
14.0115 3.99718 -1.46336 4.00751 -1.46269
14.1372 3.99709 -1.45646 4.00755 -1.45572
14.2628 3.99701 -1.44959 4.00759 -1.44879
14.3885 3.99692 -1.44275 4.00762 -1.4419
14.5142 3.99683 -1.43595 4.00764 -1.43505
14.6398 3.99673 -1.42919 4.00766 -1.42823
14.7655 3.99664 -1.42246 4.00767 -1.42145
14.8911 3.99655 -1.41577 4.00767 -1.41471
15.0168 3.99645 -1.40911 4.00767 -1.40801
15.1425 3.99636 -1.40249 4.00767 -1.40135
15.2681 3.99626 -1.39591 4.00766 -1.39473
15.3938 3.99617 -1.38936 4.00764 -1.38815
15.5195 3.99608 -1.38285 4.00762 -1.38162
15.6451 3.99599 -1.37638 4.00759 -1.37512
15.7708 3.99591 -1.36995 4.00756 -1.36867
15.8965 3.99582 -1.36355 4.00752 -1.36226
16.0221 3.99574 -1.35719 4.00748 -1.35589
16.1478 3.99566 -1.35087 4.00744 -1.34956
16.2734 3.99558 -1.34459 4.00739 -1.34328
16.3991 3.99551 -1.33835 4.00734 -1.33704
16.5248 3.99543 -1.33214 4.00728 -1.33084
16.6504 3.99536 -1.32598 4.00722 -1.32469
16.7761 3.9953 -1.31985 4.00716 -1.31858
16.9018 3.99523 -1.31376 4.0071 -1.31251
17.0274 3.99517 -1.30771 4.00703 -1.30649
17.1531 3.99512 -1.3017 4.00696 -1.30051
17.2788 3.99506 -1.29573 4.00689 -1.29457
17.4044 3.99501 -1.2898 4.00681 -1.28867
17.5301 3.99497 -1.28391 4.00674 -1.28282
17.6558 3.99492 -1.27805 4.00666 -1.27701
17.7814 3.99488 -1.27224 4.00658 -1.27124
17.9071 3.99484 -1.26646 4.0065 -1.26552
18.0327 3.99481 -1.26073 4.00642 -1.25983
18.1584 3.99477 -1.25503 4.00633 -1.25419
18.2841 3.99475 -1.24937 4.00625 -1.24859
18.4097 3.99472 -1.24375 4.00617 -1.24303
18.5354 3.9947 -1.23817 4.00608 -1.23751
18.6611 3.99467 -1.23262 4.006 -1.23204
18.7867 3.99466 -1.22712 4.00591 -1.2266
18.9124 3.99464 -1.22165 4.00582 -1.22121
19.0381 3.99463 -1.21622 4.00574 -1.21585
19.1637 3.99462 -1.21083 4.00565 -1.21054
19.2894 3.99461 -1.20548 4.00557 -1.20526
19.415 3.9946 -1.20016 4.00548 -1.20003
19.5407 3.9946 -1.19488 4.0054 -1.19483
19.6664 3.9946 -1.18964 4.00531 -1.18967
