0 -0.498972 -0.500933
0.01 -0.481649 -0.482734
0.02 -0.465687 -0.466206
0.03 -0.450952 -0.451136
0.04 -0.437327 -0.437341
0.05 -0.424707 -0.424664
0.06 -0.412996 -0.412968
0.07 -0.402109 -0.40214
0.08 -0.39197 -0.39208
0.09 -0.382509 -0.382702
0.1 -0.373664 -0.373933
0.11 -0.36538 -0.365711
0.12 -0.357605 -0.35798
0.13 -0.350293 -0.350694
0.14 -0.343405 -0.34381
0.15 -0.336901 -0.337294
0.16 -0.330748 -0.331113
0.17 -0.324916 -0.325241
0.18 -0.319378 -0.319652
0.19 -0.314108 -0.314324
0.2 -0.309084 -0.309238
0.21 -0.304285 -0.304377
0.22 -0.299694 -0.299724
0.23 -0.295294 -0.295265
0.24 -0.29107 -0.290987
0.25 -0.287009 -0.286878
0.26 -0.283098 -0.282926
0.27 -0.279326 -0.279121
0.28 -0.275685 -0.275454
0.29 -0.272164 -0.271916
0.3 -0.268757 -0.268498
0.31 -0.265455 -0.265194
0.32 -0.262252 -0.261996
0.33 -0.259143 -0.258898
0.34 -0.256123 -0.255893
0.35 -0.253185 -0.252976
0.36 -0.250327 -0.250142
0.37 -0.247543 -0.247386
0.38 -0.244831 -0.244704
0.39 -0.242187 -0.24209
0.4 -0.239608 -0.239542
0.41 -0.237091 -0.237056
0.42 -0.234634 -0.234629
0.43 -0.232234 -0.232257
0.44 -0.229889 -0.229939
0.45 -0.227597 -0.227671
0.46 -0.225356 -0.225451
0.47 -0.223165 -0.223278
0.48 -0.22102 -0.221148
0.49 -0.218922 -0.219061
0.5 -0.216867 -0.217015
0.51 -0.214856 -0.215009
0.52 -0.212885 -0.21304
0.53 -0.210955 -0.211108
0.54 -0.209063 -0.209212
0.55 -0.207208 -0.207351
0.56 -0.205389 -0.205524
0.57 -0.203605 -0.203729
0.58 -0.201855 -0.201966
0.59 -0.200138 -0.200234
0.6 -0.198452 -0.198533
0.61 -0.196797 -0.196862
0.62 -0.195172 -0.195219
0.63 -0.193575 -0.193606
0.64 -0.192007 -0.19202
0.65 -0.190465 -0.190461
0.66 -0.18895 -0.188929
0.67 -0.18746 -0.187423
0.68 -0.185995 -0.185942
0.69 -0.184554 -0.184487
0.7 -0.183136 -0.183056
0.71 -0.18174 -0.181649
0.72 -0.180367 -0.180266
0.73 -0.179016 -0.178905
0.74 -0.177685 -0.177567
0.75 -0.176375 -0.176251
0.76 -0.175085 -0.174956
0.77 -0.173814 -0.173683
0.78 -0.172563 -0.172429
0.79 -0.17133 -0.171196
0.8 -0.170115 -0.169983
0.81 -0.168918 -0.168788
0.82 -0.167739 -0.167612
0.83 -0.166577 -0.166455
0.84 -0.165431 -0.165315
0.85 -0.164303 -0.164193
0.86 -0.16319 -0.163087
0.87 -0.162094 -0.161999
0.88 -0.161013 -0.160926
0.89 -0.159948 -0.159869
0.9 -0.158898 -0.158828
0.91 -0.157863 -0.157802
0.92 -0.156843 -0.15679
0.93 -0.155837 -0.155793
0.94 -0.154845 -0.154811
0.95 -0.153868 -0.153842
0.96 -0.152905 -0.152886
0.97 -0.151955 -0.151944
0.98 -0.151018 -0.151015
0.99 -0.150095 -0.150099
1 -0.149185 -0.149195
1.01 -0.148287 -0.148303
1.02 -0.147402 -0.147424
1.03 -0.14653 -0.146556
1.04 -0.14567 -0.1457
1.05 -0.144822 -0.144855
1.06 -0.143985 -0.144021
1.07 -0.14316 -0.143199
1.08 -0.142347 -0.142387
1.09 -0.141544 -0.141586
1.1 -0.140753 -0.140795
1.11 -0.139972 -0.140015
1.12 -0.139202 -0.139244
1.13 -0.138442 -0.138484
1.14 -0.137692 -0.137734
1.15 -0.136952 -0.136993
1.16 -0.136222 -0.136262
1.17 -0.135501 -0.13554
1.18 -0.13479 -0.134827
1.19 -0.134088 -0.134124
1.2 -0.133395 -0.133429
1.21 -0.13271 -0.132743
1.22 -0.132034 -0.132066
1.23 -0.131367 -0.131397
1.24 -0.130708 -0.130737
1.25 -0.130056 -0.130085
1.26 -0.129413 -0.129441
