0 -0.499974 -0.500036
0.01 -0.481763 -0.483103
0.02 -0.465226 -0.466121
0.03 -0.45053 -0.450621
0.04 -0.437634 -0.437003
0.05 -0.426001 -0.424647
0.06 -0.413955 -0.412134
0.07 -0.402605 -0.403692
0.08 -0.391047 -0.39275
0.09 -0.381809 -0.383089
0.1 -0.373206 -0.373932
0.11 -0.3651 -0.364967
0.12 -0.356799 -0.357278
0.13 -0.351051 -0.350847
0.14 -0.343914 -0.344099
0.15 -0.337373 -0.337129
0.16 -0.331879 -0.332156
0.17 -0.325334 -0.324872
0.18 -0.31918 -0.318526
0.19 -0.313959 -0.314382
0.2 -0.308825 -0.310129
0.21 -0.303475 -0.303801
0.22 -0.299565 -0.299934
0.23 -0.295377 -0.295301
0.24 -0.291268 -0.291019
0.25 -0.287133 -0.286338
0.26 -0.282767 -0.283212
0.27 -0.279543 -0.279708
0.28 -0.276066 -0.275086
0.29 -0.272225 -0.271926
0.3 -0.268937 -0.269647
0.31 -0.265194 -0.265097
0.32 -0.26181 -0.260738
0.33 -0.258533 -0.259215
0.34 -0.256247 -0.255891
0.35 -0.253824 -0.253829
0.36 -0.249459 -0.250123
0.37 -0.248451 -0.248355
0.38 -0.245113 -0.245122
0.39 -0.242537 -0.242152
0.4 -0.239057 -0.238869
0.41 -0.237673 -0.235798
0.42 -0.234091 -0.234511
0.43 -0.231512 -0.231344
0.44 -0.229541 -0.230442
0.45 -0.226826 -0.227376
0.46 -0.226369 -0.225546
0.47 -0.223778 -0.223713
0.48 -0.221116 -0.219829
0.49 -0.219681 -0.21885
0.5 -0.216906 -0.216669
0.51 -0.214153 -0.2151
0.52 -0.212965 -0.213492
0.53 -0.210374 -0.211014
0.54 -0.209196 -0.210126
0.55 -0.20736 -0.207662
0.56 -0.204524 -0.205096
0.57 -0.203594 -0.204081
0.58 -0.20231 -0.201849
0.59 -0.19916 -0.200581
0.6 -0.199034 -0.198645
0.61 -0.197438 -0.196423
0.62 -0.195717 -0.19516
0.63 -0.193631 -0.194069
0.64 -0.191635 -0.19225
0.65 -0.190622 -0.190229
0.66 -0.188116 -0.188836
0.67 -0.188413 -0.186924
0.68 -0.186767 -0.186112
0.69 -0.185108 -0.184733
0.7 -0.182659 -0.183148
0.71 -0.181317 -0.181558
0.72 -0.180418 -0.17996
0.73 -0.178463 -0.179006
0.74 -0.176587 -0.177727
0.75 -0.175767 -0.176205
0.76 -0.174719 -0.175196
0.77 -0.174249 -0.174143
0.78 -0.173803 -0.171595
0.79 -0.171096 -0.170641
0.8 -0.169621 -0.169903
0.81 -0.169006 -0.169166
0.82 -0.168209 -0.168047
0.83 -0.165815 -0.165986
0.84 -0.165453 -0.165257
0.85 -0.164296 -0.163648
0.86 -0.163929 -0.162909
0.87 -0.16178 -0.162039
0.88 -0.161168 -0.161559
0.89 -0.160137 -0.160262
0.9 -0.158921 -0.159137
0.91 -0.157281 -0.15839
0.92 -0.156833 -0.156625
0.93 -0.155998 -0.155215
0.94 -0.15441 -0.154822
0.95 -0.153354 -0.153812
0.96 -0.153534 -0.15285
0.97 -0.152369 -0.151289
0.98 -0.150978 -0.151441
0.99 -0.150875 -0.149887
1 -0.149052 -0.149408
1.01 -0.148283 -0.147977
1.02 -0.147505 -0.147544
1.03 -0.146668 -0.146119
1.04 -0.145416 -0.146277
1.05 -0.144535 -0.14503
1.06 -0.143856 -0.144846
1.07 -0.142792 -0.142452
1.08 -0.143291 -0.14238
1.09 -0.141437 -0.141374
