0.0628319 0.00125434 -0.900049 -0.00136022 -0.899938
0.188496 0.00107597 -0.759352 -0.0011732 -0.759215
0.314159 0.00109219 -0.659883 -0.00110464 -0.659813
0.439823 0.000919329 -0.586485 -0.000970898 -0.586481
0.565487 0.000806455 -0.530754 -0.000714491 -0.530553
0.69115 0.000895441 -0.48695 -0.0007436 -0.486735
0.816814 0.000839577 -0.451939 -0.000635677 -0.451633
0.942478 0.000673785 -0.423202 -0.000360363 -0.42292
1.06814 0.000519299 -0.398766 -0.000426978 -0.398561
1.19381 0.000652469 -0.377736 -0.000498214 -0.377722
1.31947 0.000341978 -0.35963 -0.000332713 -0.359547
1.44513 0.000341767 -0.343615 -0.000336075 -0.343222
1.5708 0.000430361 -0.329113 -0.000177746 -0.328997
1.69646 0.000338042 -0.315888 -0.000121714 -0.315856
1.82212 0.000166741 -0.303865 -7.78341e-05 -0.303962
1.94779 0.000266585 -0.292717 -0.00017616 -0.292703
2.07345 0.000207887 -0.282494 -0.000110161 -0.282283
2.19911 0.000187605 -0.272817 -0.000123507 -0.272631
2.32478 0.000233462 -0.263916 -0.000185152 -0.263893
2.45044 0.000170345 -0.255295 -2.33405e-05 -0.25549
2.57611 0.000129912 -0.247494 -0.000115824 -0.247531
2.70177 0.000119735 -0.240065 -0.000194275 -0.239964
2.82743 0.000198549 -0.233085 -0.000148052 -0.232998
2.9531 0.00013281 -0.226498 -2.72326e-06 -0.22641
3.07876 0.000120383 -0.22021 5.56528e-05 -0.2202
3.20442 0.000240758 -0.214141 -8.45859e-06 -0.214131
3.33009 0.000205859 -0.208428 -9.3032e-06 -0.208484
3.45575 0.000182833 -0.203117 -5.92132e-05 -0.203225
3.58142 0.000165539 -0.19802 -9.95164e-05 -0.198139
3.70708 0.000123439 -0.193126 -7.19382e-05 -0.193205
3.83274 9.14478e-05 -0.188486 -3.3492e-05 -0.188468
3.95841 8.97132e-05 -0.184065 -4.7504e-05 -0.183935
4.08407 0.000101567 -0.179786 -0.000107089 -0.179596
4.20973 0.000107317 -0.175624 -0.000161706 -0.175456
4.3354 0.000104033 -0.171606 -0.000171424 -0.171522
4.46106 9.91552e-05 -0.167778 -0.000131375 -0.167785
4.58673 9.82632e-05 -0.16416 -6.37658e-05 -0.164225
4.71239 0.000100504 -0.160745 1.87482e-06 -0.160814
4.83805 0.000101346 -0.157502 4.38505e-05 -0.157534
4.96372 9.71383e-05 -0.154397 5.37891e-05 -0.154372
5.08938 8.76275e-05 -0.151401 3.4755e-05 -0.151326
5.21504 7.57545e-05 -0.148497 -3.7581e-06 -0.148395
5.34071 6.58808e-05 -0.145679 -5.07111e-05 -0.14558
5.46637 6.18474e-05 -0.142947 -9.67688e-05 -0.142877
5.59203 6.57253e-05 -0.140304 -0.000135728 -0.140282
5.7177 7.74726e-05 -0.137753 -0.00016459 -0.137787
5.84336 9.52963e-05 -0.135296 -0.00018289 -0.135382
5.96903 0.000116373 -0.132931 -0.000191789 -0.133061
6.09469 0.000137616 -0.130656 -0.000193239 -0.130815
6.22035 0.000156288 -0.128467 -0.000189359 -0.128639
6.34602 0.000170384 -0.126358 -0.000182055 -0.126528
6.47168 0.000178771 -0.124324 -0.000172835 -0.124479
6.59734 0.00018116 -0.12236 -0.000162774 -0.12249
6.72301 0.000177951 -0.12046 -0.00015256 -0.120559
6.84867 0.000170028 -0.118619 -0.000142575 -0.118685
6.97434 0.000158552 -0.116835 -0.000132993 -0.116867
7.1 0.000144772 -0.115104 -0.00012386 -0.115105
7.22566 0.000129887 -0.113424 -0.000115156 -0.113396
7.35133 0.000114943 -0.111791 -0.000106846 -0.11174
7.47699 0.00010078 -0.110204 -9.88997e-05 -0.110135
7.60265 8.80084e-05 -0.108661 -9.13058e-05 -0.10858
